Year,Category,Nominee,Additional Info,Won?
1988,Cinematography,Rain Man,John Seale,NO
1988,Cinematography,Tequila Sunrise,Conrad L. Hall,NO
1988,Cinematography,The Unbearable Lightness of Being,Sven Nykvist,NO
1988,Cinematography,Who Framed Roger Rabbit,Dean Cundey,NO
1988,Costume Design,Coming to America,Deborah Nadoolman,NO
1988,Costume Design,Dangerous Liaisons,James Acheson,YES
1988,Costume Design,A Handful of Dust,Jane Robinson,NO
1988,Costume Design,Sunset,Patricia Norris,NO
1988,Costume Design,Tucker The Man and His Dream,Milena Canonero,NO
1988,Directing,A Fish Called Wanda,Charles Crichton,NO
1988,Directing,The Last Temptation of Christ,Martin Scorsese,NO
1988,Directing,Mississippi Burning,Alan Parker,NO
1988,Directing,Rain Man,Barry Levinson,YES
1988,Directing,Working Girl,Mike Nichols,NO
1988,Documentary (Feature),The Cry of Reason - Beyers Naud: An Afrikaner Speaks Out,"Robert Bilheimer and Ronald Mix, Producers",NO
1988,Documentary (Feature),Hotel Terminus: The Life and Times of Klaus Barbie,"Marcel Ophuls, Producer",YES
1988,Documentary (Feature),Let's Get Lost,"Bruce Weber and Nan Bush, Producers",NO
1988,Documentary (Feature),Promises to Keep,"Ginny Durrin, Producer",NO
1988,Documentary (Feature),Who Killed Vincent Chin?,"Renee Tajima and Christine Choy, Producers",NO
1988,Documentary (Short Subject),The Children's Storefront,"Karen Goodman, Producer",NO
1988,Documentary (Short Subject),Family Gathering,"Lise Yasui and Ann Tegnell, Producers",NO
1988,Documentary (Short Subject),Gang Cops,"Thomas B. Fleming and Daniel J. Marks, Producers",NO
1988,Documentary (Short Subject),Portrait of Imogen,"Nancy Hale and Meg Partridge, Producers",NO
1988,Documentary (Short Subject),You Don't Have to Die,"William Guttentag and Malcolm Clarke, Producers",YES
1988,Film Editing,Die Hard,"Frank J. Urioste, John F. Link",NO
1988,Film Editing,Gorillas in the Mist,Stuart Baird,NO
1988,Film Editing,Mississippi Burning,Gerry Hambling,NO
1988,Film Editing,Rain Man,Stu Linder,NO
1988,Film Editing,Who Framed Roger Rabbit,Arthur Schmidt,YES
1988,Foreign Language Film,Hanussen,Hungary,NO
1988,Foreign Language Film,The Music Teacher,Belgium,NO
1988,Foreign Language Film,Pelle the Conqueror,Denmark,YES
1988,Foreign Language Film,Salaam Bombay!,India,NO
1988,Foreign Language Film,Women on the Verge of a Nervous Breakdown,Spain,NO
1988,Makeup,Beetlejuice,"Ve Neill, Steve La Porte, Robert Short",YES
1988,Makeup,Coming to America,Rick Baker,NO
1988,Makeup,Scrooged,"Tom Burman, Bari Dreiband-Burman",NO
1988,Music (Scoring),The Accidental Tourist,John Williams,NO
1988,Music (Scoring),Dangerous Liaisons,George Fenton,NO
1988,Music (Scoring),Gorillas in the Mist,Maurice Jarre,NO
1988,Music (Scoring),The Milagro Beanfield War,Dave Grusin,YES
1988,Music (Scoring),Rain Man,Hans Zimmer,NO
1988,Music (Song),Bagdad Cafe,Music and Lyric by Bob Telson,NO
1988,Music (Song),Working Girl,Music and Lyric by Carly Simon,YES
1988,Music (Song),Buster,Music by Lamont Dozier; Lyric by Phil Collins,NO
1988,Best Picture,The Accidental Tourist,"Lawrence Kasdan, Charles Okun and Michael Grillo, Producers",NO
1988,Best Picture,Dangerous Liaisons,"Norma Heyman and Hank Moonjean, Producers",NO
1988,Best Picture,Mississippi Burning,"Frederick Zollo and Robert F. Colesberry, Producers",NO
1988,Best Picture,Rain Man,"Mark Johnson, Producer",YES
1988,Best Picture,Working Girl,"Douglas Wick, Producer",NO
1988,Short Film (Animated),The Cat Came Back,Cordell Barker,NO
1988,Short Film (Animated),Technological Threat,"Bill Kroyer, Brian Jennings",NO
1988,Short Film (Animated),Tin Toy,"John Lasseter, William Reeves",YES
1988,Short Film (Live Action),The Appointments of Dennis Jennings,"Dean Parisot, Steven Wright",YES
1988,Short Film (Live Action),Cadillac Dreams,"Matia Karrell, Abbee Goldstein",NO
1988,Short Film (Live Action),Gullah Tales,"George deGolian, Gary Moss",NO
1988,Sound,Bird,"Les Fresholtz, Dick Alexander, Vern Poore, Willie D. Burton",YES
1988,Sound,Die Hard,"Don Bassman, Kevin F. Cleary, Richard Overton, Al Overton",NO
1988,Sound,Gorillas in the Mist,"Andy Nelson, Brian Saunders, Peter Handford",NO
1988,Sound,Mississippi Burning,"Robert Litt, Elliot Tyson, Rick Kline, Danny Michael",NO
1988,Sound,Who Framed Roger Rabbit,"Robert Knudson, John Boyd, Don Digirolamo, Tony Dawe",NO
1988,Sound Editing,Die Hard,"Stephen H. Flick, Richard Shorr",NO
1988,Sound Editing,Who Framed Roger Rabbit,"Charles L. Campbell, Louis L. Edemann",YES
1988,Sound Editing,Willow,"Ben Burtt, Richard Hymns",NO
1988,Visual Effects,Die Hard,"Richard Edlund, Al DiSarro, Brent Boates, Thaine Morris",NO
1988,Visual Effects,Who Framed Roger Rabbit,"Ken Ralston, Richard Williams, Edward Jones, George Gibbs",YES
1988,Visual Effects,Willow,"Dennis Muren, Michael McAlister, Phil Tippett, Chris Evans",NO
1988,Writing,The Accidental Tourist,"Frank Galati, Lawrence Kasdan",NO
1988,Writing,Dangerous Liaisons,Christopher Hampton,YES
1988,Writing,Gorillas in the Mist,"Screenplay by Anna Hamilton Phelan; Story by Anna Hamilton Phelan, Tab Murphy",NO
1988,Writing,Little Dorrit,Christine Edzard,NO
1988,Writing,The Unbearable Lightness of Being,"Jean-Claude Carrire, Philip Kaufman",NO
1988,Writing,Big,"Gary Ross, Anne Spielberg",NO
1988,Writing,Bull Durham,Ron Shelton,NO
1988,Writing,A Fish Called Wanda,"Screenplay by John Cleese; Story by John Cleese, Charles Crichton",NO
1988,Writing,Rain Man,"Screenplay by Ronald Bass, Barry Morrow; Story by Barry Morrow",YES
1988,Writing,Running on Empty,Naomi Foner,NO
1988,Special Achievement Award,To Richard Williams for the animation direction of Who Framed Roger Rabbit.,,YES
1988,Honorary Award,"To the National Film Board of Canada in recognition of its 50th anniversary and its dedicated commitment to originate artistic, creative and technological activity and excellence in every area of film making.",,YES
1988,Honorary Award,To Eastman Kodak Company in recognition of the company's fundamental contributions to the art of motion pictures during the first century of film history.,,YES
1988,Scientific and Technical (Academy Award of Merit),To RAY DOLBY and IOAN ALLEN of Dolby Laboratories Incorporated for their continuous contributions to motion picture sound through the research and development programs of Dolby Laboratories. [Sound],,YES
1988,Scientific and Technical (Scientific and Engineering Award),"To ROY W. EDWARDS and the ENGINEERING STAFF OF PHOTO-SONICS, INCORPORATED for the design and development of the Photo-Sonics 35mm-4ER High-Speed Motion Picture Camera with Reflex Viewing and Video Assist. [Camera]",,YES
1988,Scientific and Technical (Scientific and Engineering Award),"To the ARNOLD & RICHTER ENGINEERING STAFF, OTTO BLASCHEK and ARRIFLEX CORPORATION for the concept and engineering of the Arriflex 35-3 Motion Picture Camera. [Camera]",,YES
1988,Scientific and Technical (Scientific and Engineering Award),"To BILL TONDREAU of Tondreau Systems / to ALVAH MILLER and PAUL JOHNSON of Lynx Robotics / to PETER A. REGLA of Elicon / to DAN SLATER / to BUD ELAM, JOE PARKER and BILL BRYAN of Interactive Motion Control / and to JERRY JEFFRESS, RAY FEENEY, BILL HOLLAND and KRIS BROWN for their individual contributions and the collective advancements they have brought to the motion picture industry in the field of motion control technology. [Special Photographic]",,YES
1988,Scientific and Technical (Technical Achievement Award),"To GRANT LOUCKS of Alan Gordon Enterprises Incorporated for the design concept, and to GEOFFREY H. WILLIAMSON of Wilcam for the mechanical and electrical engineering, of the Image 300 35mm High-Speed Motion Picture Camera. [Camera]",,YES
1988,Scientific and Technical (Technical Achievement Award),"To MICHAEL V. CHEWEY, III for the development of the motion picture industry's first paper tape reader incorporating microprocessor technology. [Laboratory]",,YES
1988,Scientific and Technical (Technical Achievement Award),"To BHP, INC., successor to the Bell & Howell Professional Equipment Division, for the development of a high-speed reader incorporating microprocessor technology for motion picture laboratories. [Laboratory]",,YES
1988,Scientific and Technical (Technical Achievement Award),To HOLLYWOOD FILM COMPANY for the development of a high-speed reader incorporating microprocessor technology for motion picture laboratories. [Laboratory],,YES
1988,Scientific and Technical (Technical Achievement Award),To BRUCE W. KELLER and MANFRED G. MICHELSON of Technical Film Systems for the design and development of a high-speed light valve controller and constant current power supply for motion picture laboratories. [Laboratory],,YES
1988,Scientific and Technical (Technical Achievement Award),To DR. ANTAL LISZIEWICZ and GLENN M. BERGGREN of ISCO-OPTIC GmbH for the design and development of the Ultra-Star series of motion picture lenses. [Lenses and Filters],,YES
1988,Scientific and Technical (Technical Achievement Award),"To JAMES K. BRANCH of Spectra Cine, Incorporated, and to WILLIAM L. BLOWERS and NASIR J. ZAIDI for the design and development of the Spectra CineSpot one-degree spotmeter for measuring the brightness of motion picture screens. [Photography]",,YES
1988,Scientific and Technical (Technical Achievement Award),"To BOB BADAMI, DICK BERNSTEIN and BILL BERNSTEIN of Offbeat Systems for the design and development of the Streamline Scoring System, Mark IV, for motion picture music editing. [Editorial]",,YES
1988,Scientific and Technical (Technical Achievement Award),To GARY ZELLER of Zeller International Limited for the development of Zel-Jel fire protection barrier for motion picture stunt work. [Stage Operations],,YES
1988,Scientific and Technical (Technical Achievement Award),To EMANUEL TRILLING of Trilling Resources Limited for the development of Stunt-Gel fire protection barrier for motion picture stunt work. [Stage Operations],,YES
1988,Scientific and Technical (Technical Achievement Award),"To PAUL A. ROOS for the invention of a method known as Video Assist, whereby a scene being photographed on motion picture film can be viewed on a monitor and/or recorded on video tape. [Systems]",,YES
1988,Scientific and Technical (Gordon E. Sawyer Award),Gordon Henry Cook,,YES
1988,Scientific and Technical (Special Awards),To Eastman Kodak Company in recognition of the company's fundamental contributions to the art of motion pictures during the first century of film history.,,YES
1987,Actor -- Leading Role,Michael Douglas,Wall Street {'Gordon Gekko'},YES
1987,Actor -- Leading Role,William Hurt,Broadcast News {'Tom Grunick'},NO
1987,Actor -- Leading Role,Marcello Mastroianni,Dark Eyes {'Romano'},NO
1987,Actor -- Leading Role,Jack Nicholson,Ironweed {'Francis Phelan'},NO
1987,Actor -- Leading Role,Robin Williams,"Good Morning, Vietnam {'Adrian Cronauer'}",NO
1987,Actor -- Supporting Role,Albert Brooks,Broadcast News {'Aaron Altman'},NO
1987,Actor -- Supporting Role,Sean Connery,The Untouchables {'Jim Malone'},YES
1987,Actor -- Supporting Role,Morgan Freeman,Street Smart {'Fast Black'},NO
1987,Actor -- Supporting Role,Vincent Gardenia,Moonstruck {'Cosmo Castorini'},NO
1987,Actor -- Supporting Role,Denzel Washington,Cry Freedom {'Steve Biko'},NO
1987,Actress -- Leading Role,Cher,Moonstruck {'Loretta Castorini'},YES
1987,Actress -- Leading Role,Glenn Close,Fatal Attraction {'Alex Forrest'},NO
1987,Actress -- Leading Role,Holly Hunter,Broadcast News {'Jane Craig'},NO
1987,Actress -- Leading Role,Sally Kirkland,Anna {'Anna'},NO
1987,Actress -- Leading Role,Meryl Streep,Ironweed {'Helen'},NO
1987,Actress -- Supporting Role,Norma Aleandro,Gaby - A True Story {'Florencia'},NO
1987,Actress -- Supporting Role,Anne Archer,Fatal Attraction {'Beth Gallagher'},NO
1987,Actress -- Supporting Role,Olympia Dukakis,Moonstruck {'Rose Castorini'},YES
1987,Actress -- Supporting Role,Anne Ramsey,Throw Momma from the Train {'Momma'},NO
1987,Actress -- Supporting Role,Ann Sothern,The Whales of August {'Tisha Doughty'},NO
1987,Art Direction,Empire of the Sun,Art Direction: Norman Reynolds; Set Decoration: Harry Cordwell,NO
1987,Art Direction,Hope and Glory,Art Direction: Anthony Pratt; Set Decoration: Joan Woollard,NO
1987,Art Direction,The Last Emperor,"Art Direction: Ferdinando Scarfiotti; Set Decoration: Bruno Cesari, Osvaldo Desideri",YES
1987,Art Direction,Radio Days,"Art Direction: Santo Loquasto; Set Decoration: Carol Joffe, Les Bloom, George DeTitta, Jr.",NO
1987,Art Direction,The Untouchables,"Art Direction: Patrizia Von Brandenstein, William A. Elliott; Set Decoration: Hal Gausman",NO
1987,Cinematography,Broadcast News,Michael Ballhaus,NO
1987,Cinematography,Empire of the Sun,Allen Daviau,NO
1987,Cinematography,Hope and Glory,Philippe Rousselot,NO
1987,Cinematography,The Last Emperor,Vittorio Storaro,YES
1987,Cinematography,Matewan,Haskell Wexler,NO
1987,Costume Design,The Dead,Dorothy Jeakins,NO
1987,Costume Design,Empire of the Sun,Bob Ringwood,NO
1987,Costume Design,The Last Emperor,James Acheson,YES
1987,Costume Design,Maurice,"Jenny Beavan, John Bright",NO
1987,Costume Design,The Untouchables,Marilyn Vance-Straker,NO
1987,Directing,Fatal Attraction,Adrian Lyne,NO
1987,Directing,Hope and Glory,John Boorman,NO
1987,Directing,The Last Emperor,Bernardo Bertolucci,YES
1987,Directing,Moonstruck,Norman Jewison,NO
1987,Directing,My Life as a Dog,Lasse Hallstrm,NO
1987,Documentary (Feature),Eyes on the Prize: America's Civil Rights Years/Bridge to Freedom 1965,"Callie Crossley and James A. DeVinney, Producers",NO
1987,Documentary (Feature),Hellfire: A Journey from Hiroshima,"John Junkerman and John W. Dower, Producers",NO
1987,Documentary (Feature),Radio Bikini,"Robert Stone, Producer",NO
1987,Documentary (Feature),A Stitch for Time,"Barbara Herbich and Cyril Christo, Producers",NO
1987,Documentary (Feature),The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table,"Aviva Slesin, Producer",YES
1987,Documentary (Short Subject),Frances Steloff: Memoirs of a Bookseller,"Deborah Dickson, Producer",NO
1987,Documentary (Short Subject),In the Wee Wee Hours...,"Dr. Frank Daniel and Izak Ben-Meir, Producers",NO
1987,Documentary (Short Subject),Language Says It All,"Megan Williams, Producer",NO
1987,Documentary (Short Subject),Silver into Gold,"Lynn Mueller, Producer",NO
1987,Documentary (Short Subject),Young at Heart,"Sue Marx and Pamela Conn, Producers",YES
1987,Film Editing,Broadcast News,Richard Marks,NO
1987,Film Editing,Empire of the Sun,Michael Kahn,NO
1987,Film Editing,Fatal Attraction,"Michael Kahn, Peter E. Berger",NO
1987,Film Editing,The Last Emperor,Gabriella Cristiani,YES
1987,Film Editing,RoboCop,Frank J. Urioste,NO
1987,Foreign Language Film,"Au Revoir Les Enfants (Goodbye, Children)",France,NO
1987,Foreign Language Film,Babette's Feast,Denmark,YES
1987,Foreign Language Film,Course Completed,Spain,NO
1987,Foreign Language Film,The Family,Italy,NO
1987,Foreign Language Film,Pathfinder,Norway,NO
1987,Makeup,Happy New Year,Bob Laden,NO
1987,Makeup,Harry and the Hendersons,Rick Baker,YES
1987,Music (Scoring),Cry Freedom,"George Fenton, Jonas Gwangwa",NO
1987,Music (Scoring),Empire of the Sun,John Williams,NO
1987,Music (Scoring),The Last Emperor,"Ryuichi Sakamoto, David Byrne, Cong Su",YES
1987,Music (Scoring),The Untouchables,Ennio Morricone,NO
1987,Music (Scoring),The Witches of Eastwick,John Williams,NO
1987,Music (Song),Cry Freedom,Music and Lyric by George Fenton and Jonas Gwangwa,NO
1987,Music (Song),Dirty Dancing,"Music by Franke Previte, John DeNicola and Donald Markowitz; Lyric by Franke Previte",YES
1987,Music (Song),Mannequin,Music and Lyric by Albert Hammond and Diane Warren,NO
1987,Music (Song),Beverly Hills Cop II,"Music by Harold Faltermeyer and Keith Forsey; Lyric by Harold Faltermeyer, Keith Forsey and Bob Seger",NO
1987,Music (Song),The Princess Bride,Music and Lyric by Willy DeVille,NO
